Indicator,S.No.,Parameters,Type,District,Value
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,Perambalur,5465.0
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,Perambalur,5.0
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,Perambalur,231.0
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,Perambalur,155.0
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,Perambalur,1200.0
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,Perambalur,147.0
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,Perambalur,582.0
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,Perambalur,3372.0
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,Perambalur,3.0
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,Perambalur,194.0
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,Perambalur,0.0
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,Perambalur,505.0
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,Perambalur,180.0
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,Perambalur,38.0
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,Perambalur,2.0
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,Perambalur,5902.0
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,Perambalur,21215.0
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,Perambalur,5259.0
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,Perambalur,47.0
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,Perambalur,3574.0
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,Perambalur,0.0
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,Perambalur,0.0
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,Perambalur,0.0
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,Perambalur,2.0
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,Perambalur,0.0
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,Perambalur,4650.0
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,Perambalur,6763.0
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,Perambalur,6894.0
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,Perambalur,6667.0
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,Perambalur,6450.0
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,Perambalur,6751.0
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,Perambalur,6894.0
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,Perambalur,6667.0
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,Perambalur,6450.0
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,Perambalur,6625.0
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,Perambalur,6728.0
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,Perambalur,6258.0
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,Perambalur,6224.0
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,Perambalur,5922.0
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,Perambalur,5798.0
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,Perambalur,6521.0
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,Perambalur,6546.0
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,Perambalur,3422.0
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,Perambalur,3140.0
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,Perambalur,4747.0
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,Perambalur,6472.0
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,Perambalur,6476.0
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,Perambalur,3.0
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,Perambalur,6405.0
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,Perambalur,8464.0
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,Perambalur,9032.0
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,Perambalur,9512.0
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,Perambalur,3983.0
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,Perambalur,3982.0
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,Perambalur,299.0
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,Perambalur,4022.0
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,Perambalur,5025.0
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,Perambalur,4620.0
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,Perambalur,31815.0
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,Perambalur,0.0
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,Perambalur,0.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,Perambalur,41.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,Perambalur,74.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,Perambalur,0.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,Perambalur,0.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,Perambalur,0.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,Perambalur,0.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,Perambalur,0.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,Perambalur,0.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,Perambalur,1.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,Perambalur,0.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,Perambalur,6401.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,Perambalur,416.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,Perambalur,10705.0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,Perambalur,89.0
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,Perambalur,58148.0
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,Perambalur,1.0
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,Perambalur,1.0
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,Perambalur,0.0
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,Perambalur,0.0
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,Perambalur,0.0
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,Perambalur,0.0
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,Perambalur,0.0
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,Perambalur,0.0
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,Perambalur,0.0
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,Perambalur,28.0
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,Perambalur,0.0
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,Perambalur,0.0
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,Perambalur,1423.0
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,Perambalur,1392.0
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,Perambalur,1079.0
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,Perambalur,1032.0
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,Perambalur,1237.0
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,Perambalur,1233.0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,Perambalur,524.0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,Perambalur,503.0
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,Perambalur,96921.0
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,Perambalur,125117.0
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,Perambalur,1287.0
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,Perambalur,692.0
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,Perambalur,1856.0
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,Perambalur,812.0
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,Perambalur,25775.0
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,Perambalur,34363.0
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,Perambalur,27.0
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,Perambalur,1876258.0
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,Perambalur,283821.0
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,Perambalur,7545.0
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,Perambalur,23454.0
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,Perambalur,6518.0
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,Perambalur,34744.0
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,Perambalur,463.0
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,Perambalur,0.0
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,Perambalur,37.0
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,Perambalur,127.0
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,Perambalur,2066.0
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,Perambalur,48.0
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,Perambalur,4136.0
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,Perambalur,2124.0
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,Perambalur,50.0
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,Perambalur,22845.0
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,Perambalur,9834.0
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,Perambalur,94.0
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,Perambalur,3778.0
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,Perambalur,155.0
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,Perambalur,108.0
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,Perambalur,43.0
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,Perambalur,6.0
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,Perambalur,5056.0
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,Perambalur,2075.0
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,Perambalur,1094.0
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,Perambalur,19059.0
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,Perambalur,0.0
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,Perambalur,2590.0
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,Perambalur,2267.0
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,Perambalur,171.0
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,Perambalur,67.0
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,Perambalur,163973.0
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,Perambalur,0.0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,Perambalur,386.0
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,Perambalur,254.0
M14 [Patient Services],14.12.3,Outborn  Male,TOTAL,Perambalur,129.0
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,Perambalur,94.0
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,Perambalur,48.0
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,Perambalur,37.0
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,Perambalur,131.0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,Perambalur,68.0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,Perambalur,339.0
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,Perambalur,2878.0
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,Perambalur,0.0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,Perambalur,0.0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,Perambalur,2310.0
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,Perambalur,374.0
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,Perambalur,2062649.0
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,Perambalur,136938.0
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,Perambalur,1302.0
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,Perambalur,21145.0
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,Perambalur,39.0
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,Perambalur,18041.0
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,Perambalur,39.0
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,Perambalur,8030.0
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,Perambalur,31.0
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,Perambalur,10.0
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,Perambalur,4662.0
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,Perambalur,0.0
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,Perambalur,974.0
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,Perambalur,0.0
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,Perambalur,7569.0
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,Perambalur,193.0
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,Perambalur,41080.0
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,Perambalur,14343.0
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,Perambalur,1.0
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,Perambalur,10.0
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,Perambalur,6.0
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,Perambalur,27.0
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,Perambalur,0.0
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,Perambalur,0.0
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,Perambalur,1.0
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,Perambalur,0.0
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,Perambalur,7.0
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,Perambalur,0.0
M16 [Details of deaths reported with probable causes:],16.4.2,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,Perambalur,0.0
